NAME OF CHURCH,CITY,COUNTY,STATE,"CITY, COUNTY, STATE",SOURCE,ASSOCIATION,YEAR,PASTOR,CLERK,# OF MEMBERS,POST OFFICE,YEAR ORGANIZED,DELEGATES,DELEGATES,DELEGATES,DELEGATES
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1898,BCBA,1898,"Clark, W.","Brooks, D. B.",48,Randolph,,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Yancy, R. C.","Davis, C. W.",449,Chase City,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Wharton, G. D.","Yancey, Edward",116,Averett,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Bagby, N. C.","Whittle, H. L.",192,North View,,,,,
St. Matthre,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Jeffress, James S.","Burwell, Grandison",62,Jeffress,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Jones, B. J.","Wartman, J. W.",103,South Hill,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Baskerville, J. L.","Jones, J. A. W.",104,Union Level,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Moseley, J.","Nash, A. R.",417,Finchley,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Ruffin, B. J.","Walker, Johnny",50,Boydton,,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,,"Bailey, S. L.",80,Clarksville,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Thorpe, L. T.","Smith, Charles",114,Smith's X Roads,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Yancy, R. C.","Sydnor, Miss Mary A.",102,Boydton,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Thorpe, L. T.","Barnes, J. B.",180,Baskerville,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Moseley, J.","Skipwith, Allen",163,Clarksville,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Pool, J. B.","Watkins, Emma",50,Clarksville,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Yancy, R. C.","Goode, A. J.",211,Boydton,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Jeffress, J. S.","Young, J. R.",72,Skipwith,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Ruffin, B. J.","Evans, H. C.",200,Inca,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Ruffin, B. J.","Fields, A. G.",41,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Bagby, N. C.","Williams, G. W.",150,Muckrose,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Bagby, N. C.","Butterworth, Mrs. S. J.",106,South Hill,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Jeffress, J. S.","Powell, J. L.",335,Hanford,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Pool, J. B.","Morson, Nannie I.",211,Clarksville,,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Wilson, L. N.","Carter, H. C.",113,Abbyville,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Moseley, J. ","Pool, J. S.",360,Buffalo L. Springs,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Ruffin, B. J.","Goode, Willie Anna",100,Skipwith,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Jeffress, J. S.","Daniel, Henry",74,Buffalo L. Springs,,,,,
St. Douglass,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Sallie, W. H.","Mallet, Hattie",50,Antlers,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Bagby, N. C.","Noel, J. M.",90,Phillis,,,,,
Holly Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1899,BCBA,1899,"Baskerville, J. L.","Hendrick, G.",50,Joyceville,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Jordan, N.","Baily, L.",334,Keysville,,,,,
Union Baptist,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Clark, W.","Wilson, Miss M. F.",30,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Anderson, P. E.","Seymore, F. J.",127,Duprees,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Daniel, Edward","Harris, Samuel",98,Drake's Branch,,,,,
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Clark, W.","Brooks, D. B.",58,Smithville,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Hall, F. L.","Morton, Wm. P.",646,Smithville,,,,,
First Baptist Church,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Wilson, L. N.","Jeffress, J. R.",91,Willies Burg,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Daniel, Edward","Lee, Pinkie",34,Wylesburg,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Hall, F. L.","Keyton, A. H.",74,Drake's Branch,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,,"Agent, Poter",95,Randolph,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1899,BCBA,1899,"Moseley, J.","Pettus, Mrs. Pearl",606,Red Oak Grove,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1899,BCBA,1899,"Hall, F. L.","Gee, W. I.",682,Meherrin,,,,,
New Bethel,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1899,BCBA,1899,"Almond, J. W. T.","Booker, Mrs. S. M.",109,Briery,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1899,BCBA,1899,"Johnson, Harvey","Gee, Charles",130,"Lunenburg, C. H.",,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1899,BCBA,1899,"Johnson, N. C.","Hankins, L. T.",202,Fort Mitchell,,,,,
Union Level,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1899,BCBA,1899,"Scott, R. C.","Slaughter, T.",90,"810 Graham St. Fulton, Richmond VA",,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Yancy, R. C.","Davis Jr., C. W.",502,Chase City,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Wharton, G. D.","Jameston, Miss E.",117,Averett,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Bagby, N. C.","Whittle, H. L.",172,North View,,,,,
St. Matthew,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Jeffress, J. S.","Dean, Byron",45,Jeffress Junction,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Jones, B. J.","Wartman, J. W.",90,South Hill,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Baskerville, J. L.","Jones, J. A. W.",112,Union Level,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Moseley, J.","Pettus, J. H.",427,Jeffress,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Ruffin, B. J.","Walker, John",51,Boydton,,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Wilson, L. N.","Bailey, S. L.",100,Clarksville,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Thorpe, L. T.","Smith, Charles",125,Smith's X Roads,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Yancy, R. C.","Sydnor, Miss Mary A.",103,Boydton,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Thorpe, L. T.","Barnes, J. B.",185,Baskerville,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Moseley, J.","Burwell, Geo. L.",181,Clarksville,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,,"Scott, J.",40,,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Yancy, R. C.","Goode, A. J.",226,Boydton,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Jeffress, J. S.","Young, J. R.",62,Skipwith,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Ruffin, B. J.","Evans, H. C.",197,Inca,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Ruffin, B. J.","Field, A. G.",52,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Bagby, N. C.","Holmes, Archer",181,Wightman,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Bagby, N. C.","Butterworth, Mrs. S. J.",100,South Hill,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Jeffress, J. S.","Powell, J. L.",263,Hanford,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Pool, J. B.","Somerville, Mrs. N. I.",244,Clarksville,,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Wilson, L. N.","Carter, H. C.",119,Abbyville,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Moseley, J.","Pool, J. S.",351,Buffalo L. Springs,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Ruffin, B. J.","Robertson, R. H.",100,Skipwith,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Jeffress, J. S.","Scott, Jas.",54,Buffalo L. Springs,,,,,
St. Douglass,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Sallie, W. H.","Mallet, Hattie A.",46,Antlers,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Bagby, N. C.","Noel, J. M.",93,Phillis,,,,,
Hollie Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1900,BCBA,1900,"Baskervillle, J. L.","Hendrick, G.",75,Joyceville,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Jordan, N.","Baily, L.",344,Keysville,,,,,
Union Baptist,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Clark, W.","Wilson, Miss M. F.",37,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Johnson, H.","Seymore, F. J.",120,Duprees,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Daniel, E.","Morris, Sam",96,Drake's Branch,,,,,
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Clark, W.","Brooks, D. B.",52,Randolph,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Hall, F. L.","Morton, Wm. P.",400,Smithville,,,,,
I. B. Wylesburg,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Wilson, L. N.","Jeffress, J. R.",66,Wylliesburg,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Daniel, E.","Lee, Pinkey",36,Hugh,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Hall, F. L.","Keyton, A. H.",111,Drake's Branch,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,,"Edmonds, Nicy",99,Randolph,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Moseley, J.","Pettus, Pearl",582,Red Oak,,,,,
Smithville,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1900,BCBA,1900,"Almond, J. W. T.","Halcome, T. W.",154,Smithville,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1900,BCBA,1900,"Hall, F. L.","Gee, Elizabeth",395,Meherrin,,,,,
New Bethel,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1900,BCBA,1900,"Almond, J. W. T.","Booker, Mrs. S. M.",108,Briery,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1900,BCBA,1900,"Sallie, W. H.","Beverley, R. L.",126,"Lunenburg, C. H.",,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1900,BCBA,1900,"Johnson, N. C.","Hankins, L. T.",193,Ft. Mitchell,,,,,
Union Level,,RICHMOND CITY,Virginia,Richmond City,BCBA Minutes 1900,BCBA,1900,"Moseley, J.","Slaughter, T.",90,"810 Graham St., Fulton, Richmond, VA",,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Yancy, R. C.","Davis, C. W.",542,Chase City,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Wharton, G. D.","Jamieson, Ella",113,AVerett,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Wharton, G. D.","Whittle, H. L.",170,North View,,,,,
St. Mattew,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Jeffress, J. S.","Leigh, Andrew",46,Jeffress,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,,"Mastman, J. W.",89,South Hill,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Baskerville, J. L.","Jones, J. A. W.",129,Union Level,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Mosley, J.","Pettus, J. H.",420,Finchley,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Ruffin, B. J.","Walker, Johnnie",55,Boydton,,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Wilson, L. W.","Bailey, S. L.",100,Clarksville,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Thorpe, L. T.","Taylor, Willie",131,South Hill,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Yancy, R. C.","Sydnor, Miss Mary A.",103,Boydton,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Thorpe, L. T.","Barnes, J. B.",193,Baskerville,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Mosley, J.","Burwell, Geo. L.",191,Clarksville,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,,"Young, Miss Sarah",43,Clarksville,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Yancy, R. C.","Goode, A. J.",239,Boydton,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Jeffress, J. S.","Young, J. R.",52,Skipwith,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Ruffin, B. J.","Goode, F. W.",196,Inca,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Ruffin, B. J.","Field, A. G.",51,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Bagby, N. C.","Holmes, A. G.",150,Wightman,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Bagby, N. C.","Butterworth, Mrs. S. J.",105,South Hill,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Jeffress, J. S.","Powell, J. L.",236,Hanford,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Pool, J. B.","Somerville, Mrs. N. J.",250,Clarksville,,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Wilson, L. N.","Carter, H. C.",117,Abbeyville,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Mosley, J.","Pool, J. S.",300,Buffalo L. Springs,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Ruffin, B. J.","Roberts, R. H.",93,Skipwith,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Jeffress, J. S.","Venable, Ella",56,Buffalo L. Springs,,,,,
St. Douglass,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Sallie, W. H.","Thomas, Miss, L. M.",47,Antlers,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Bagby, N. C.","Noel, J. M.",90,Phillis,,,,,
Holly Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1901,BCBA,1901,"Baskerville, J. L.","Boyd, John",69,Joyceville,,,,,
Mt. Ellis,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Jordan, N.","Baily, L.",348,Keysville,,,,,
Union Baptist,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Clark, W.","Almond, W. H.",40,Keysville,,,,,
Shiloh,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Johnson, H.","Seymore, F. J.",130,Duprees,,,,,
Organ Hill,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Daniel, Edward","Taylor, C. H.",97,Drake's Branch,,,,,
Galilee,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Clark, W.","Coleman, George L",40,Randolph,,,,,
Morrison Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Hall, F. L.","Morton, Wm. P.",300,Smithville,,,,,
"Wylesburg, I. B.",,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Wilson, L. N.","Jeffress, J. R.",65,Wylesburg,,,,,
Rocky Branch,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Daniel, Edward","Lee, Pinkie",32,Formosa,,,,,
St. Michael,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Hall, F. L.","Keyton, A. H.",100,Drake's Branch,,,,,
Piney Grove,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,,"Edmonds, Nicy",108,,,,,,
Salem,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Moseley, Jordan","Pettus, Mrs. Pearl",595,Red Oak,,,,,
Beautiful Plains,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Almond, J. W. T.","Holcomb, T. W.",169,Smithville,,,,,
Roanoke,,CHARLOTTE,Virginia,Charlotte,BCBA Minutes 1901,BCBA,1901,"Matheson, C. H.","Johnson, Thos.",60,Smithvilla,,,,,
Forest,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1901,BCBA,1901,"Hall, F. L.","Gee, Elizabeth",395,Meherrin,,,,,
New Bethel,,PRINCE EDWARD,Virginia,Prince Edward,BCBA Minutes 1901,BCBA,1901,"Anderson, P. E.","Booker, S. M.",110,Briery,,,,,
Tussekiah,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1901,BCBA,1901,"Sallie, W. H.","Beverley, R. L.",135,"Lunenburg, C. H.",,,,,
Mt. Mitchell,,LUNENBURG,Virginia,Lunenburg,BCBA Minutes 1901,BCBA,1901,"Johnson, N. C.","Hankins, L. T.",209,Fort Mitchell,,,,,
Union Level,,"RICHMOND, VA",Virginia,Richmond City,BCBA Minutes 1901,BCBA,1901,"Jeffress, A. E.","Heartgrovely, R. W.",65,"901 State St., Fulton",,,,,
Bethlehem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Yancy, R. C.","Wilson Jr., Willds",546,Chase City,,,,,
Beautiful Plains,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Wharton, G. D.","Day, Mrs. Ella",113,Averett,,,,,
North View,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Wharton, G. D.","Whittle, H. L.",180,North View,,,,,
St. Matthew,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Daly, B. J.","Lee, Andrew",47,Jeffress,,,,,
Jerusalem,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Bagby, N. C.","Wartman, J. W.",76,South Hill,,,,,
Hayes Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Baskerville, J. L.","Morse, Ned",97,Union Level,,,,,
New Liberty,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Ruffin, B. J.","Bowers, Wm.",400,Jeffress,,,,,
Mt. Pleasant,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Sallie, W. H.","Walker, John",60,"Tanny, Va",,,,,
Mt. Ararat,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Wilson, L. N.","Morson, Richard",100,Clarksville,,,,,
Lombardy Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Thorpe, L. T.","Taylor, Willie",127,South Hill,,,,,
Greenwood,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Yancey, R. C.","Sydnor, Mary A.",104,Boydton,,,,,
Sharon,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Thorpe, L. T.","Barnes, J. B.",196,Baskerville,,,,,
St. John,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Ruffin, B. J.","Burwell, Luther",194,Clarksville,,,,,
Mt. Olive,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,,"Young, Miss Sarah",40,Clarksville,,,,,
St. Paul,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Yancey, R. C.","Goode, A. J.",246,Boydton,,,,,
St. Luke,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Jeffres, J. S.","Young, J. R.",55,Skipwith,,,,,
Shiloh,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Hayes, W. P.","Evans, H. C.",194,Inca,,,,,
Cedar Grove,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Daly, T. B.","Field, A. G.",54,Jeffress,,,,,
Lone Oak,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Bagby, N. C.","Holmes, A. G.",165,Wightman,,,,,
Amity,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Bagby, N. C.","Butterworth, Mrs. S. J.",114,South Hill,,,,,
Bluestone,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Jeffress, J. S.","Powell, J. L.",275,Hanford,,,,,
Mt. Zion,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Pool, J. B.","Somerville, Mrs. N. J.",133,Clarksville,,,,,
St. Level,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Wilson, L. N.","Carter, H. C.",80,Abbeyville,,,,,
Cherry Hill,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Ruffin, B. J.","Pool, J. E.",300,Buffalo L. Springs,,,,,
Rocky Mount,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Ruffin, B. J.","Wright, Mrs. Jane",115,Skipwith,,,,,
St. Mark,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Jeffress, J. S.","Venable, Ella",58,Buffalo L. Springs,,,,,
Douglass,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Sallie, W. H.","Daly, Bettie A.",63,Antlers,,,,,
New Hope,,MECKLENBURG,Virginia,Mecklenburg,BCBA Minutes 1902,BCBA,1902,"Bagby, N. C.","Noel, J. M.",91,Norvelle,,,,,
